,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,type
1981,0.55,0.43,0.125,0.923,0.4035,0.175,0.283,1
1982,0.51,0.405,0.125,0.6795,0.3465,0.1395,0.182,1
1983,0.65,0.505,0.165,1.357,0.5725,0.281,0.43,3
1984,0.415,0.305,0.105,0.3605,0.12,0.0819999999999999,0.1,2
1985,0.575,0.485,0.165,1.0405,0.419,0.264,0.3,3
1986,0.64,0.515,0.08,1.042,0.515,0.1755,0.175,2
1987,0.615,0.465,0.15,0.923,0.4615,0.1825,0.2415,2
1988,0.52,0.4,0.165,0.8565,0.2745,0.201,0.21,3
1989,0.565,0.435,0.155,0.782,0.2715,0.168,0.285,3
1990,0.615,0.47,0.175,1.2985,0.5135,0.3429999999999999,0.32,3
1991,0.46,0.345,0.11,0.4595,0.235,0.0885,0.1159999999999999,1
1992,0.69,0.515,0.18,1.8445,0.9815,0.4655,0.341,3
1993,0.595,0.48,0.185,1.1785,0.526,0.2975,0.314,2
1994,0.515,0.41,0.14,0.7355,0.3065,0.1369999999999999,0.2,1
1995,0.61,0.5,0.165,1.2715,0.4915,0.185,0.49,3
1996,0.47,0.375,0.105,0.4679999999999999,0.1665,0.108,0.17,2
1997,0.585,0.455,0.145,0.953,0.3945,0.2685,0.258,2
1998,0.39,0.285,0.1,0.281,0.1275,0.062,0.077,1
1999,0.595,0.435,0.15,0.9,0.4175,0.17,0.265,1
2000,0.54,0.42,0.19,0.6855,0.293,0.163,0.38,2
2001,0.63,0.505,0.195,1.306,0.516,0.3305,0.375,2
2002,0.55,0.46,0.175,0.8690000000000001,0.3155,0.1825,0.32,2
2003,0.42,0.34,0.125,0.4495,0.165,0.1125,0.144,3
2004,0.64,0.495,0.17,1.2265,0.49,0.377,0.2875,3
2005,0.215,0.15,0.055,0.0409999999999999,0.015,0.009,0.0125,1
2006,0.58,0.475,0.135,0.925,0.391,0.165,0.275,3
2007,0.515,0.405,0.12,0.6459999999999999,0.2895,0.1405,0.177,2
2008,0.485,0.38,0.125,0.5215,0.2215,0.118,0.16,1
2009,0.54,0.415,0.11,0.619,0.2755,0.15,0.1765,2
2010,0.485,0.37,0.13,0.526,0.2485,0.105,0.1555,1
2011,0.62,0.5,0.165,1.307,0.6355,0.2545,0.315,2
2012,0.61,0.485,0.17,1.1005,0.5125,0.2289999999999999,0.305,3
2013,0.545,0.445,0.175,0.8525,0.3465,0.1889999999999999,0.295,3
2014,0.5,0.4,0.125,0.5975,0.27,0.1275,0.166,2
2015,0.585,0.48,0.185,1.04,0.434,0.265,0.285,2
2016,0.455,0.355,0.105,0.372,0.138,0.0765,0.135,2
2017,0.475,0.355,0.1,0.5035,0.2535,0.091,0.14,1
2018,0.585,0.46,0.145,0.8465,0.3389999999999999,0.1669999999999999,0.295,2
2019,0.585,0.435,0.175,0.982,0.4055,0.2495,0.27,2
2020,0.4,0.29,0.1,0.258,0.104,0.059,0.0815,1
2021,0.59,0.465,0.16,1.1005,0.506,0.2525,0.295,3
2022,0.375,0.285,0.09,0.2545,0.119,0.0595,0.0675,1
2023,0.415,0.325,0.1,0.385,0.1669999999999999,0.08,0.125,1
2024,0.59,0.47,0.16,1.206,0.479,0.2425,0.309,1
2025,0.405,0.315,0.105,0.347,0.1605,0.0785,0.1,2
2026,0.65,0.505,0.17,1.5595,0.695,0.3515,0.395,3
2027,0.475,0.365,0.14,0.6175,0.2019999999999999,0.1445,0.19,3
2028,0.65,0.525,0.19,1.4995,0.6265,0.4005,0.395,3
2029,0.37,0.285,0.095,0.226,0.1135,0.0515,0.0675,1
2030,0.59,0.465,0.15,1.151,0.613,0.239,0.2515,2
2031,0.585,0.475,0.185,0.9585,0.4145,0.1615,0.33,3
2032,0.52,0.375,0.135,0.5375,0.221,0.1169999999999999,0.17,1
2033,0.65,0.525,0.185,1.3455,0.586,0.278,0.3865,2
2034,0.67,0.505,0.175,1.0145,0.4375,0.271,0.3745,2
2035,0.705,0.54,0.205,1.757,0.8265,0.417,0.461,2
2036,0.62,0.51,0.205,1.3475,0.4775,0.2565,0.48,3
2037,0.7,0.6,0.23,2.003,0.8105,0.4045,0.5755,2
2038,0.705,0.56,0.205,2.381,0.9915,0.5005,0.624,2
2039,0.625,0.49,0.155,1.33,0.6675,0.259,0.33,2
2040,0.545,0.44,0.14,0.8395,0.356,0.1905,0.2385,3
2041,0.47,0.375,0.115,0.4265,0.1685,0.0755,0.15,1
2042,0.72,0.545,0.195,1.7475,0.8215,0.3829999999999999,0.4705,3
2043,0.515,0.39,0.125,0.5705,0.238,0.1265,0.185,1
2044,0.625,0.485,0.15,1.044,0.4379999999999999,0.2865,0.278,2
2045,0.55,0.445,0.11,0.7935,0.3779999999999999,0.142,0.26,2
2046,0.31,0.225,0.07,0.1055,0.435,0.015,0.04,1
2047,0.42,0.325,0.115,0.354,0.1625,0.064,0.105,1
2048,0.35,0.265,0.095,0.1989999999999999,0.073,0.049,0.06,1
2049,0.6,0.465,0.16,1.133,0.466,0.2885,0.298,3
2050,0.385,0.305,0.095,0.252,0.0915,0.055,0.09,3
2051,0.35,0.26,0.075,0.18,0.09,0.0245,0.055,1
2052,0.575,0.46,0.185,1.094,0.4485,0.217,0.345,3
2053,0.58,0.45,0.14,0.8240000000000001,0.3465,0.1765,0.263,2
2054,0.45,0.38,0.165,0.8165,0.25,0.1915,0.265,3
2055,0.445,0.325,0.125,0.455,0.1785,0.1125,0.14,2
2056,0.425,0.33,0.115,0.406,0.1635,0.081,0.1355,1
2057,0.635,0.495,0.18,1.596,0.617,0.317,0.37,3
2058,0.49,0.385,0.16,0.6559999999999999,0.2455,0.171,0.205,2
2059,0.545,0.415,0.15,0.7335,0.2795,0.163,0.2185,3
2060,0.46,0.375,0.12,0.4605,0.1775,0.11,0.15,1
2061,0.645,0.51,0.16,1.33,0.6665,0.309,0.317,2
2062,0.51,0.395,0.105,0.5525,0.2339999999999999,0.127,0.165,1
2063,0.535,0.44,0.15,0.6765,0.256,0.139,0.26,3
2064,0.475,0.365,0.115,0.5660000000000001,0.281,0.1169999999999999,0.1335,1
2065,0.695,0.57,0.2,2.033,0.7509999999999999,0.4255,0.685,3
2066,0.655,0.525,0.16,1.46,0.6859999999999999,0.311,0.405,3
2067,0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475,1
2068,0.565,0.445,0.14,0.836,0.406,0.1605,0.2245,2
2069,0.455,0.35,0.14,0.5185,0.221,0.1265,0.135,2
2070,0.67,0.525,0.17,1.4005,0.715,0.3025,0.387,2
2071,0.51,0.395,0.12,0.6175,0.262,0.122,0.193,3
2072,0.51,0.39,0.125,0.6565,0.262,0.1835,0.175,2
2073,0.395,0.3,0.09,0.2855,0.1385,0.0625,0.077,1
2074,0.325,0.25,0.07,0.1745,0.0875,0.0355,0.04,1
2075,0.615,0.48,0.18,1.1595,0.4845,0.2165,0.325,3
2076,0.37,0.275,0.1,0.2815,0.1505,0.0505,0.068,1
2077,0.5,0.4,0.125,0.6675,0.261,0.1315,0.22,2
2078,0.555,0.435,0.165,0.97,0.336,0.2315,0.295,3
2079,0.63,0.485,0.18,1.2435,0.5175,0.308,0.37,3
2080,0.55,0.45,0.145,0.741,0.295,0.1435,0.2665,2
2081,0.45,0.335,0.125,0.349,0.119,0.1055,0.115,2
2082,0.24,0.175,0.055,0.0705,0.025,0.0139999999999999,0.021,1
2083,0.52,0.46,0.15,1.019,0.523,0.1985,0.254,1
2084,0.345,0.255,0.08,0.1689999999999999,0.06,0.0425,0.054,2
2085,0.61,0.48,0.165,1.2435,0.5575,0.2675,0.372,1
2086,0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,2
2087,0.13,0.095,0.035,0.0105,0.005,0.0065,0.0035,1
2088,0.545,0.43,0.15,0.742,0.3525,0.158,0.208,2
2089,0.375,0.275,0.09,0.218,0.093,0.0405,0.0755,1
2090,0.31,0.245,0.095,0.15,0.0525,0.034,0.048,1
2091,0.265,0.21,0.06,0.0965,0.0425,0.022,0.03,1
2092,0.575,0.42,0.19,1.764,0.914,0.377,0.4095,2
2093,0.5,0.38,0.12,0.5765,0.273,0.135,0.145,2
2094,0.52,0.41,0.14,0.6625,0.2775,0.1555,0.196,3
2095,0.45,0.355,0.115,0.478,0.18,0.1185,0.155,2
2096,0.44,0.345,0.1,0.366,0.122,0.0905,0.12,3
2097,0.6,0.45,0.15,0.8665,0.3695,0.1955,0.255,3
2098,0.415,0.315,0.115,0.3895,0.2015,0.065,0.103,2
2099,0.515,0.4,0.125,0.615,0.2865,0.123,0.1765,1
2100,0.6,0.475,0.155,1.21,0.653,0.1695,0.3205,2
2101,0.62,0.475,0.175,1.0165,0.4355,0.214,0.325,2
2102,0.58,0.47,0.165,0.927,0.3215,0.1985,0.315,3
2103,0.7,0.54,0.205,1.74,0.7885,0.373,0.4865,3
2104,0.505,0.4,0.155,0.8415,0.2715,0.1775,0.285,3
2105,0.495,0.37,0.125,0.4775,0.185,0.0705,0.1689999999999999,3
2106,0.535,0.435,0.14,0.8740000000000001,0.3735,0.2289999999999999,0.2195,1
2107,0.61,0.47,0.195,1.2735,0.469,0.3315,0.3979999999999999,3
2108,0.43,0.34,0.1,0.3405,0.1395,0.0665,0.12,1
2109,0.7,0.585,0.185,1.8075,0.7055,0.3215,0.475,3
2110,0.55,0.43,0.14,0.7135,0.2565,0.186,0.225,2
2111,0.465,0.36,0.105,0.452,0.22,0.159,0.1035,2
2112,0.47,0.35,0.13,0.466,0.1845,0.099,0.145,3
2113,0.575,0.46,0.19,0.994,0.392,0.2425,0.34,3
2114,0.535,0.4,0.135,0.8215,0.3935,0.196,0.205,1
2115,0.41,0.325,0.1,0.3939999999999999,0.208,0.0655,0.106,1
2116,0.705,0.545,0.18,1.5395,0.6075,0.3675,0.4645,3
2117,0.565,0.44,0.155,0.868,0.348,0.217,0.26,3
2118,0.585,0.455,0.15,0.906,0.4095,0.23,0.2335,1
2119,0.62,0.485,0.18,1.154,0.4935,0.256,0.315,3
2120,0.4,0.31,0.1,0.127,0.106,0.071,0.085,1
2121,0.58,0.435,0.155,0.8785,0.425,0.1685,0.2425,2
2122,0.595,0.465,0.15,1.0255,0.412,0.2745,0.289,3
2123,0.595,0.43,0.165,0.9845,0.4525,0.207,0.2725,1
2124,0.61,0.45,0.13,0.8725,0.389,0.1715,0.272,3
2125,0.445,0.335,0.11,0.411,0.1985,0.0935,0.109,1
2126,0.7,0.575,0.19,2.273,1.095,0.418,0.638,3
2127,0.62,0.485,0.165,1.166,0.483,0.238,0.355,3
2128,0.48,0.405,0.13,0.6375,0.2769999999999999,0.1445,0.21,2
2129,0.57,0.45,0.14,0.9275,0.477,0.1605,0.2515,1
2130,0.58,0.42,0.16,0.728,0.2725,0.19,0.19,3
2131,0.37,0.275,0.085,0.2045,0.096,0.0559999999999999,0.08,1
2132,0.44,0.335,0.11,0.3939999999999999,0.157,0.096,0.122,2
2133,0.6,0.47,0.16,1.012,0.441,0.2015,0.305,2
2134,0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885,2
2135,0.455,0.35,0.14,0.5725,0.1965,0.1325,0.175,2
2136,0.48,0.365,0.1,0.461,0.2205,0.0835,0.135,1
2137,0.45,0.365,0.115,0.5885,0.318,0.121,0.1325,1
2138,0.67,0.515,0.17,1.4265,0.6605,0.3395,0.37,3
2139,0.55,0.415,0.145,0.7815,0.373,0.16,0.2215,1
2140,0.535,0.435,0.15,0.7170000000000001,0.3475,0.1445,0.1939999999999999,2
2141,0.545,0.41,0.14,0.737,0.349,0.15,0.212,2
2142,0.52,0.41,0.115,0.807,0.2855,0.179,0.235,3
2143,0.6,0.47,0.155,1.036,0.4375,0.196,0.325,3
2144,0.48,0.37,0.135,0.6315,0.3445,0.1015,0.161,1
2145,0.565,0.45,0.16,0.795,0.3605,0.1555,0.23,3
2146,0.375,0.29,0.08,0.282,0.1405,0.0725,0.08,1
2147,0.48,0.38,0.125,0.6245,0.3395,0.1085,0.1665,1
2148,0.475,0.395,0.135,0.5920000000000001,0.2465,0.1645,0.2,3
2149,0.315,0.235,0.08,0.18,0.08,0.045,0.047,1
2150,0.655,0.545,0.185,1.759,0.6865,0.313,0.547,3
2151,0.605,0.485,0.165,1.0105,0.435,0.209,0.3,3
2152,0.25,0.185,0.065,0.0685,0.0295,0.0139999999999999,0.0225,1
2153,0.455,0.435,0.11,0.4265,0.195,0.09,0.1205,1
2154,0.5,0.4,0.12,0.616,0.261,0.143,0.1935,1
2155,0.68,0.53,0.18,1.529,0.7635,0.3115,0.4025,3
2156,0.595,0.465,0.15,0.98,0.4115,0.196,0.2255,2
2157,0.585,0.49,0.185,1.171,0.522,0.2535,0.335,2
2158,0.53,0.425,0.13,0.7170000000000001,0.2115,0.166,0.255,3
2159,0.395,0.295,0.095,0.2725,0.115,0.0625,0.085,1
2160,0.345,0.27,0.11,0.2135,0.0819999999999999,0.0545,0.07,1
2161,0.48,0.38,0.145,0.59,0.2319999999999999,0.141,0.23,3
2162,0.69,0.54,0.155,1.454,0.624,0.3105,0.39,2
2163,0.465,0.37,0.12,0.4365,0.188,0.0815,0.147,2
2164,0.705,0.56,0.22,1.981,0.8175,0.3085,0.76,3
2165,0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,2
2166,0.29,0.215,0.06,0.1115,0.053,0.0185,0.032,1
2167,0.39,0.29,0.1,0.2845,0.1255,0.0635,0.081,1
2168,0.54,0.415,0.175,0.8975,0.275,0.241,0.275,3
2169,0.52,0.4,0.145,0.7765,0.3525,0.1845,0.185,2
2170,0.5,0.385,0.12,0.56,0.2835,0.103,0.135,1
2171,0.53,0.415,0.14,0.7240000000000001,0.3105,0.1675,0.205,2
2172,0.55,0.435,0.145,0.843,0.3279999999999999,0.1915,0.255,3
2173,0.47,0.35,0.135,0.5670000000000001,0.2315,0.1465,0.1525,3
2174,0.65,0.545,0.175,1.5245,0.59,0.326,0.495,2
2175,0.535,0.415,0.135,0.78,0.3165,0.1689999999999999,0.2365,1
2176,0.47,0.375,0.12,0.5805,0.266,0.0935,0.1689999999999999,1
2177,0.675,0.515,0.15,1.3119999999999998,0.556,0.2845,0.4115,3
2178,0.52,0.39,0.12,0.6435,0.2885,0.157,0.161,1
2179,0.64,0.53,0.165,1.1895,0.4765,0.3,0.35,3
2180,0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,3
2181,0.44,0.34,0.12,0.4379999999999999,0.2115,0.083,0.12,2
2182,0.595,0.465,0.14,1.113,0.5175,0.244,0.305,3
2183,0.395,0.32,0.1,0.3075,0.149,0.0535,0.09,1
2184,0.65,0.51,0.175,1.155,0.4955,0.2025,0.385,3
2185,0.6,0.46,0.155,0.9735,0.427,0.2045,0.3,1
2186,0.535,0.45,0.135,0.728,0.2845,0.1845,0.265,2
2187,0.36,0.27,0.085,0.196,0.0905,0.034,0.053,1
2188,0.58,0.47,0.165,1.041,0.54,0.166,0.2789999999999999,2
2189,0.69,0.505,0.2,1.872,0.893,0.4015,0.48,2
2190,0.63,0.465,0.15,1.0315,0.4265,0.24,0.325,3
2191,0.61,0.495,0.16,1.089,0.469,0.198,0.384,3
2192,0.67,0.51,0.155,1.278,0.5605,0.3045,0.358,3
2193,0.55,0.425,0.155,0.8725,0.412,0.187,0.2425,2
2194,0.64,0.475,0.19,1.151,0.4365,0.281,0.3805,3
2195,0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735,2
2196,0.58,0.425,0.155,0.873,0.3615,0.249,0.239,2
2197,0.54,0.455,0.14,0.972,0.419,0.255,0.2689999999999999,2
2198,0.525,0.4,0.13,0.622,0.2655,0.147,0.184,2
2199,0.32,0.235,0.08,0.1485,0.064,0.031,0.045,1
2200,0.395,0.3,0.09,0.2789999999999999,0.134,0.049,0.075,1
2201,0.62,0.485,0.18,1.1785,0.4675,0.2655,0.39,3
2202,0.705,0.545,0.17,1.58,0.6435,0.4565,0.265,3
2203,0.63,0.48,0.15,1.0525,0.392,0.336,0.285,3
2204,0.705,0.55,0.2,1.7095,0.633,0.4115,0.49,3
2205,0.685,0.51,0.165,1.545,0.6859999999999999,0.3775,0.4055,2
2206,0.725,0.575,0.24,2.21,1.351,0.413,0.5015,3
2207,0.44,0.365,0.11,0.4465,0.213,0.089,0.1135,2
2208,0.545,0.415,0.14,0.82,0.4615,0.127,0.218,2
2209,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,3
2210,0.29,0.205,0.07,0.0975,0.036,0.019,0.035,1
2211,0.595,0.5,0.18,1.053,0.4405,0.192,0.39,3
2212,0.565,0.435,0.145,0.8445,0.3975,0.158,0.255,2
2213,0.385,0.295,0.095,0.335,0.147,0.094,0.09,1
2214,0.165,0.12,0.03,0.0215,0.0069999999999999,0.005,0.005,1
2215,0.47,0.355,0.18,0.441,0.1525,0.1165,0.135,1
2216,0.72,0.565,0.2,1.787,0.718,0.385,0.529,3
2217,0.57,0.48,0.18,0.9395,0.3989999999999999,0.2,0.295,3
2218,0.67,0.53,0.225,1.5615,0.63,0.487,0.3725,3
2219,0.45,0.35,0.135,0.494,0.2205,0.0945,0.1405,1
2220,0.53,0.41,0.165,0.732,0.1889999999999999,0.17,0.31,3
2221,0.5,0.41,0.15,0.662,0.2815,0.1369999999999999,0.22,3
2222,0.595,0.47,0.145,0.991,0.4035,0.1505,0.34,3
2223,0.28,0.205,0.1,0.1165,0.0545,0.0285,0.03,1
2224,0.485,0.39,0.12,0.599,0.251,0.1345,0.1689999999999999,1
2225,0.27,0.195,0.06,0.073,0.0285,0.0235,0.03,1
2226,0.45,0.36,0.125,0.5065,0.222,0.105,0.16,2
2227,0.615,0.5,0.175,1.3769999999999998,0.5585,0.33,0.292,3
2228,0.63,0.51,0.23,1.539,0.5635,0.2815,0.57,3
2229,0.075,0.055,0.01,0.002,0.001,0.0005,0.0015,1
2230,0.475,0.37,0.125,0.537,0.222,0.1215,0.15,2
2231,0.325,0.24,0.075,0.187,0.0825,0.0445,0.05,1
2232,0.37,0.275,0.1,0.2225,0.093,0.026,0.08,1
2233,0.535,0.42,0.125,0.764,0.312,0.1505,0.265,3
2234,0.425,0.33,0.08,0.361,0.134,0.0825,0.125,1
2235,0.5,0.39,0.13,0.7090000000000001,0.275,0.168,0.18,3
2236,0.6,0.505,0.19,1.129,0.4385,0.256,0.36,3
2237,0.515,0.415,0.135,0.7125,0.285,0.152,0.245,2
2238,0.385,0.29,0.09,0.2615,0.111,0.0595,0.0745,2
2239,0.425,0.325,0.11,0.317,0.135,0.048,0.09,1
2240,0.375,0.285,0.095,0.253,0.096,0.0575,0.0925,2
2241,0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225,2
2242,0.635,0.525,0.185,1.4065,0.684,0.3,0.3745,2
2243,0.55,0.42,0.135,0.816,0.3995,0.1485,0.23,3
2244,0.695,0.55,0.185,1.679,0.805,0.4015,0.3965,2
2245,0.61,0.48,0.17,1.137,0.4565,0.29,0.347,2
2246,0.175,0.125,0.05,0.0235,0.008,0.0035,0.008,1
2247,0.54,0.41,0.135,0.7025,0.31,0.177,0.2,1
2248,0.595,0.455,0.145,0.942,0.43,0.182,0.2769999999999999,3
2249,0.605,0.455,0.16,1.1035,0.421,0.3015,0.325,2
2250,0.635,0.495,0.195,1.172,0.445,0.3115,0.3475,3
2251,0.39,0.3,0.09,0.3055,0.143,0.0645,0.085,2
2252,0.38,0.29,0.085,0.2285,0.088,0.0465,0.075,1
2253,0.31,0.225,0.05,0.1445,0.0675,0.0385,0.045,1
2254,0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,3
2255,0.4,0.29,0.1,0.2675,0.1205,0.0605,0.0765,1
2256,0.68,0.55,0.175,1.473,0.713,0.282,0.4295,3
2257,0.56,0.46,0.18,0.97,0.342,0.196,0.355,3
2258,0.485,0.355,0.105,0.498,0.2175,0.096,0.1525,2
2259,0.655,0.53,0.165,1.2835,0.583,0.1255,0.4,1
2260,0.66,0.51,0.18,1.261,0.5,0.2335,0.3389999999999999,2
2261,0.57,0.445,0.145,0.8775,0.412,0.217,0.22,1
2262,0.275,0.22,0.08,0.1365,0.0565,0.0285,0.042,1
2263,0.495,0.38,0.145,0.5,0.205,0.148,0.1505,1
2264,0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075,2
2265,0.425,0.325,0.115,0.3685,0.162,0.0865,0.1045,1
2266,0.315,0.235,0.055,0.151,0.065,0.027,0.039,1
2267,0.59,0.445,0.14,0.931,0.356,0.2339999999999999,0.28,3
2268,0.5,0.39,0.12,0.5955,0.2455,0.147,0.173,1
2269,0.275,0.2,0.07,0.096,0.037,0.0225,0.03,1
2270,0.51,0.34,0.18,0.7005,0.312,0.165,0.2,3
2271,0.66,0.53,0.195,1.5505,0.6505,0.3295,0.495,2
2272,0.585,0.475,0.185,0.8575,0.3465,0.1785,0.275,3
2273,0.475,0.38,0.12,0.441,0.1785,0.0885,0.1505,1
2274,0.4,0.32,0.095,0.348,0.1939999999999999,0.053,0.087,1
2275,0.435,0.35,0.105,0.4195,0.1939999999999999,0.1005,0.13,1
2276,0.645,0.5,0.16,1.3815,0.672,0.326,0.315,2
2277,0.69,0.545,0.205,1.933,0.7855,0.429,0.498,3
2278,0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,3
2279,0.605,0.485,0.16,1.222,0.53,0.2575,0.28,3
2280,0.52,0.42,0.16,0.745,0.255,0.157,0.2885,3
2281,0.445,0.35,0.14,0.5905,0.2025,0.158,0.19,3
2282,0.5,0.385,0.12,0.6335,0.2305,0.125,0.235,3
2283,0.42,0.33,0.1,0.352,0.1635,0.089,0.1,2
2284,0.55,0.425,0.15,0.8315,0.411,0.1765,0.2165,2
2285,0.54,0.44,0.16,1.0905,0.391,0.2295,0.355,3
2286,0.57,0.465,0.155,0.872,0.3245,0.239,0.285,3
2287,0.365,0.275,0.09,0.2345,0.108,0.051,0.0625,1
2288,0.49,0.375,0.115,0.557,0.2275,0.1335,0.1765,1
2289,0.525,0.41,0.13,0.6875,0.3435,0.1495,0.1765,2
2290,0.72,0.575,0.215,2.1,0.8565,0.4825,0.602,3
2291,0.445,0.36,0.11,0.4235,0.182,0.0765,0.14,2
2292,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22,3
2293,0.57,0.465,0.125,0.8490000000000001,0.3785,0.1765,0.24,3
2294,0.735,0.555,0.22,2.333,1.2395,0.3645,0.6195,3
2295,0.605,0.47,0.18,1.1155,0.479,0.2565,0.321,2
2296,0.355,0.26,0.085,0.1905,0.081,0.0485,0.055,1
2297,0.525,0.39,0.105,0.5670000000000001,0.2875,0.1075,0.16,1
2298,0.43,0.32,0.1,0.3855,0.192,0.0745,0.1,1
2299,0.6,0.5,0.155,1.332,0.6235,0.2835,0.35,1
2300,0.57,0.455,0.15,1.107,0.54,0.255,0.27,1
2301,0.58,0.445,0.15,0.858,0.4,0.156,0.253,1
2302,0.55,0.425,0.145,0.797,0.297,0.15,0.265,2
2303,0.56,0.44,0.14,0.825,0.402,0.139,0.245,2
2304,0.41,0.305,0.1,0.2645,0.1,0.0655,0.085,1
2305,0.66,0.505,0.165,1.374,0.589,0.351,0.345,2
2306,0.395,0.295,0.095,0.2245,0.078,0.054,0.08,2
2307,0.58,0.475,0.15,0.97,0.385,0.2165,0.35,3
2308,0.465,0.35,0.115,0.421,0.1565,0.091,0.1345,2
2309,0.625,0.475,0.16,1.3335,0.605,0.2875,0.319,2
2310,0.375,0.28,0.09,0.215,0.084,0.06,0.055,1
2311,0.69,0.55,0.18,1.6915,0.6655,0.402,0.5,3
2312,0.43,0.34,0.11,0.3645,0.159,0.0855,0.105,1
2313,0.625,0.475,0.13,0.8595,0.3195,0.1775,0.24,3
2314,0.655,0.51,0.175,1.415,0.5885,0.3725,0.364,2
2315,0.5,0.375,0.125,0.5695,0.259,0.124,0.157,1
2316,0.38,0.305,0.105,0.281,0.1045,0.0615,0.09,3
2317,0.61,0.485,0.15,1.2405,0.6025,0.2915,0.3085,3
2318,0.585,0.46,0.17,1.0835,0.3745,0.326,0.325,3
2319,0.61,0.475,0.155,1.168,0.5539999999999999,0.239,0.3295,2
2320,0.34,0.26,0.09,0.179,0.076,0.0525,0.055,1
2321,0.53,0.415,0.11,0.5745,0.2525,0.1235,0.1889999999999999,2
2322,0.455,0.37,0.11,0.514,0.2385,0.1235,0.126,1
2323,0.62,0.5,0.2,1.221,0.4605,0.263,0.43,3
2324,0.735,0.565,0.205,2.1275,0.949,0.46,0.565,3
2325,0.65,0.485,0.14,1.175,0.475,0.2435,0.215,1
2326,0.575,0.47,0.155,1.116,0.509,0.238,0.34,2
2327,0.48,0.4,0.125,0.759,0.2125,0.179,0.24,3
2328,0.59,0.5,0.15,1.142,0.485,0.265,0.345,2
2329,0.29,0.225,0.075,0.152,0.071,0.059,0.045,2
2330,0.63,0.48,0.165,1.286,0.604,0.271,0.35,1
2331,0.655,0.52,0.17,1.1445,0.53,0.223,0.348,2
2332,0.57,0.46,0.155,1.0005,0.4539999999999999,0.205,0.265,3
2333,0.655,0.5,0.205,1.528,0.6215,0.3725,0.4535,3
2334,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,3
2335,0.375,0.295,0.11,0.3005,0.1255,0.0575,0.1035,1
2336,0.255,0.195,0.07,0.0735,0.0255,0.02,0.025,1
2337,0.6,0.485,0.175,1.2675,0.4995,0.2815,0.38,3
2338,0.29,0.215,0.065,0.0985,0.0425,0.021,0.031,1
2339,0.595,0.475,0.17,1.247,0.48,0.225,0.425,3
2340,0.46,0.345,0.105,0.449,0.196,0.0945,0.1265,1
2341,0.6,0.49,0.21,1.9875,1.005,0.419,0.491,2
2342,0.745,0.57,0.215,2.25,1.1565,0.446,0.5579999999999999,2
2343,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,3
2344,0.46,0.35,0.11,0.4,0.176,0.083,0.1205,1
2345,0.21,0.15,0.055,0.0465,0.017,0.012,0.015,1
2346,0.665,0.515,0.165,1.3855,0.621,0.302,0.3445,1
2347,0.615,0.475,0.155,1.0735,0.4375,0.2585,0.31,3
2348,0.595,0.47,0.25,1.283,0.462,0.2475,0.445,3
2349,0.52,0.415,0.14,0.6385,0.2945,0.1405,0.171,1
2350,0.31,0.235,0.06,0.12,0.0415,0.033,0.04,3
2351,0.265,0.2,0.065,0.084,0.034,0.0105,0.03,1
2352,0.515,0.35,0.105,0.4745,0.213,0.123,0.1275,2
2353,0.57,0.435,0.17,0.848,0.4,0.166,0.25,2
2354,0.62,0.465,0.185,1.274,0.579,0.3065,0.32,3
2355,0.6,0.41,0.145,0.939,0.4475,0.196,0.268,1
2356,0.515,0.38,0.12,0.625,0.3265,0.1295,0.16,1
2357,0.595,0.475,0.16,1.1405,0.547,0.231,0.271,1
2358,0.675,0.525,0.185,1.587,0.6935,0.336,0.395,3
2359,0.39,0.295,0.1,0.2789999999999999,0.1155,0.059,0.08,1
2360,0.52,0.4,0.12,0.6515,0.261,0.2015,0.165,3
2361,0.44,0.34,0.135,0.3975,0.1505,0.0945,0.135,1
2362,0.555,0.455,0.16,1.0575,0.3925,0.228,0.293,3
2363,0.695,0.56,0.185,1.74,0.885,0.3715,0.4375,2
2364,0.56,0.455,0.16,0.967,0.4525,0.207,0.2739999999999999,2
2365,0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985,2
2366,0.7,0.53,0.19,1.3185,0.5479999999999999,0.233,0.42,3
2367,0.54,0.475,0.155,1.217,0.5305,0.3075,0.34,3
2368,0.51,0.395,0.155,0.5395,0.2465,0.1085,0.1669999999999999,1
2369,0.59,0.46,0.13,1.102,0.455,0.2055,0.33,3
2370,0.27,0.2,0.08,0.1205,0.0465,0.0279999999999999,0.04,1
2371,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,3
